Isin,Name,Asset,Region,Volatility,Strategy
LU1686832277,Amundi Euro Government Bond 25+Y UCITS ETF Dist,Bonds,Europe,20.74,Long-only
IE00B50XJX92,UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to GBP) A-acc,Commodities,,19.67,Long-only
IE00BLCGR455,L&G ESG Emerging Markets Corporate Bond UCITS ETF Acc,Bonds,Emerging Markets,7.84,Long-only
DE000ETFL169,Deka iBoxx EUR Liquid Sovereign Diversified 10+ UCITS ETF,Bonds,Europe,17.05,Long-only
IE00BYSX4846,Fidelity Emerging Markets Quality Income UCITS ETF,Equity,Emerging Markets,13.59,Long-only
IE00BHBFDF83,L&G E Fund MSCI China A UCITS ETF,Equity,,17.87,Long-only
LU1834983634,Amundi STOXX Europe 600 Basic Materials UCITS ETF Acc,Equity,Europe,17.29,Long-only
LU1215827756,Xtrackers MSCI Japan UCITS ETF 7C - CHF Hedged,Equity,,19.29,Long-only
LU0484969463,Xtrackers iBoxx Sovereigns Eurozone AAA Swap UCITS ETF 1C,Bonds,Europe,7.21,Long-only
LU1646359619,Amundi Index MSCI Japan SRI PAB UCITS ETF DR Hedged GBP (C),Equity,,20.13,Long-only
IE00BJ5CMD00,Goldman Sachs ActiveBeta Emerging Markets Equity UCITS ETF CLASS USD (Acc.),Equity,Emerging Markets,13.02,Long-only
IE00BFM6T814,iShares Emerging Asia Local Government Bond UCITS ETF USD (Acc),Bonds,Asia & Pacific,6.68,Long-only
IE00BDVPTJ63,Xtrackers MSCI USA Banks UCITS ETF 1D,Equity,,27.36,Long-only
GB00B15KY658,WisdomTree Sugar,Commodities,,25.85,Long-only
IE00BYXPXK00,iShares Edge MSCI World Multifactor UCITS ETF EUR Hedged (Acc),Equity,World,16.55,Long-only
IE00BM9TSP27,WisdomTree Emerging Markets ex-State-Owned Enterprises UCITS ETF,Equity,Emerging Markets,15.03,Long-only
IE00BJ06C481,Invesco USD IG Corporate Bond ESG UCITS ETF GBP Hedged Dist,Bonds,World,13.07,Long-only
IE00B5MJYY16,Invesco European Health Care Sector UCITS ETF,Equity,Europe,13.57,Long-only
LU1525419294,Amundi Index US Government Inflation-linked Bond UCITS ETF DR USD (C),Bonds,,10.64,Long-only
IE00BMZ17X30,iShares MSCI World SRI UCITS ETF USD Hedged (Dist),Equity,World,15.44,Long-only
IE00BDGN9Z19,Xtrackers MSCI EMU ESG Screened UCITS ETF 1D,Equity,Europe,16.84,Long-only
IE00BFNNN459,WisdomTree AT1 CoCo Bond UCITS ETF GBP Hedged,Bonds,Europe,12.5,Long-only
IE00BG21M733,Invesco Variable Rate Preferred Shares UCITS ETF,Equity,,8.44,Long-only
IE00BHNGHW42,Ossiam US Minimum Variance ESG NR UCITS ETF 1A (USD),Equity,,13.86,Long-only
LU1324516720,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to CHF) A-acc,Bonds,Emerging Markets,12.03,Long-only
IE00BJ5JP212,iShares MSCI World Consumer Discretionary Sector ESG UCITS ETF USD (Dist),Equity,World,20.79,Long-only
IE00BN4Q0P93,UBS ETF (IE) MSCI ACWI Climate Paris Aligned UCITS ETF (USD) A-acc,Equity,World,14.79,Long-only
IE00BMCZLJ20,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Dist),Equity,World,11.62,Long-only
IE00BK63RN45,Invesco MSCI Kuwait UCITS ETF Acc,Equity,,13.57,Long-only
LU1377381980,BNP Paribas Easy ESG Low Volatility US UCITS ETF,Equity,,14.75,Long-only
IE00BDBRT036,First Trust Nasdaq Clean Edge Green Energy UCITS ETF Acc,Equity,World,39.82,Long-only
GB00B15KY542,WisdomTree Soybeans,Commodities,,21.16,Long-only
DE000ETFL136,Deka iBoxx EUR Liquid Sovereign Diversified 3-5 UCITS ETF,Bonds,Europe,4.48,Long-only
LU1169830525,UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to GBP) A-acc,Equity,,14.54,Long-only
LU1221102491,Xtrackers DAX ESG Screened UCITS ETF 4C CHF Hedged,Equity,,16.47,Long-only
LU1650488817,Amundi Euro Government Bond 3-5Y UCITS ETF Dist,Bonds,Europe,4.23,Long-only
IE00B5MJYX09,Invesco European Industrials Sector UCITS ETF Acc,Equity,Europe,19.23,Long-only
LU2339917168,Amundi Index US Government Inflation-Linked Bond UCITS ETF DR Hedged EUR (C),Bonds,,10.97,Long-only
IE00BMW13836,KraneShares CSI China Internet UCITS ETF GBP,Equity,,42.94,Long-only
IE00BXDZNH00,UBS ETF (IE) Factor MSCI USA Prime Value ESG UCITS ETF (hedged to GBP) A-dis,Equity,,19.63,Long-only
IE00BMX0B524,Vanguard U.K. Gilt UCITS ETF EUR Hedged Accumulating,Bonds,,13.51,Long-only
IE00BHXMHR72,UBS ETF (IE) S&P 500 ESG UCITS ETF (hedged to GBP) A-dis,Equity,,21.11,Long-only
IE00B23D8X81,Invesco FTSE RAFI Europe UCITS ETF,Equity,Europe,14.74,Long-only
LU0429790743,Xtrackers Bloomberg Commodity Swap UCITS ETF 2C EUR Hedged,Commodities,,17.51,Long-only
LU1681038169,Amundi Japan Topix UCITS ETF Daily Hedged CHF,Equity,,19.02,Long-only
LU1280300770,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to USD) A-acc,Equity,Europe,15.93,Long-only
IE00BYQCZX56,WisdomTree Europe Equity UCITS ETF EUR Acc,Equity,Europe,18.41,Long-only
IE00BF92J153,L&G Digital Payments UCITS ETF,Equity,World,25.51,Long-only
IE00B60SX287,Invesco MSCI Japan UCITS ETF Acc,Equity,,19.92,Long-only
IE00BYXYX745,iShares MSCI Europe Mid Cap UCITS ETF,Equity,Europe,16.0,Long-only
LU2099991882,UBS ETF (LU) Bloomberg MSCI Global Liquid Corporates Sustainable UCITS ETF (hedged to USD) A-acc,Bonds,World,10.14,Long-only
IE00BKS2X317,First Trust Low Duration Global Government Bond UCITS ETF EUR Hedged dist,Bonds,World,2.62,Long-only
IE00BYSZ5T81,SPDR Bloomberg 7-10 Year US Treasury Bond UCITS ETF,Bonds,,11.74,Long-only
IE00BL0L0D23,First Trust Capital Strength UCITS ETF Acc,Equity,,15.16,Long-only
LU2090062352,Amundi Fed Funds US Dollar Cash UCITS ETF Dist,Money Market,,7.9,Long-only
LU2082999215,Amundi STOXX Europe 600 Utilities UCITS ETF Dist,Equity,Europe,16.15,Long-only
IE00BWC52F58,PIMCO US Low Duration Corporate Bond UCITS ETF CHF Hedged Acc,Bonds,,10.1,Long-only
CH0587418630,AMINA Ethereum ETP,Cryptocurrencies,,68.38,Long-only
IE00B8X9NZ57,First Trust United Kingdom AlphaDEX UCITS ETF Acc,Equity,,16.46,Long-only
IE00BMVB5L14,Vanguard LifeStrategy 20% Equity UCITS ETF Distributing,Equity,World,5.63,"Long-only, Active"
LU1645386647,UBS ETF (LU) J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF (hedged to GBP) A-dis,Bonds,Emerging Markets,10.18,Long-only
IE00BJP5NL42,Invesco USD High Yield Corporate Bond ESG UCITS ETF Dist,Bonds,World,8.43,Long-only
IE00BVGC6751,Invesco JPX-Nikkei 400 USD Hedged UCITS ETF,Equity,,20.02,Long-only
DE000A2UDH63,Xtrackers IE Physical Platinum EUR Hedged ETC Securities,Precious Metals,,25.36,Long-only
IE00BVGC6645,Invesco JPX-Nikkei 400 EUR Hedged UCITS ETF,Equity,,19.58,Long-only
FR0010655704,Amundi ETF MSCI France UCITS ETF,Equity,,16.61,Long-only
IE00BFMM8Y81,iShares Spain Government Bond UCITS ETF USD Hedged (Acc),Bonds,,10.94,Long-only
LU1169830285,UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to USD) A-dis,Equity,,13.73,Long-only
LU1772333404,Xtrackers Stoxx Europe 600 UCITS ETF 2C - EUR Hedged,Equity,Europe,14.12,Long-only
IE00BGJWWT11,Invesco Euro Government Bond 5-7 Year UCITS ETF Dist,Bonds,Europe,6.25,Long-only
IE00BJ5JPJ87,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist),Equity,,16.42,Long-only
IE00BYVTMZ20,Invesco US High Yield Fallen Angels UCITS ETF EUR Hedged Acc,Bonds,,9.45,Long-only
LU1310477036,Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D,Equity,,19.84,Long-only
IE00BYT5CV85,UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (hedged to EUR) A-acc,Commodities,,19.07,Long-only
IE00BJP26C72,iShares USD Ultrashort Bond ESG UCITS ETF (Dist),Bonds,World,8.3,Long-only
LU1931975319,Amundi Prime US Treasury UCITS ETF DR (D),Bonds,,10.06,Long-only
LU1435356065,Amundi USD High Yield Corporate Bond ESG UCITS ETF Acc,Bonds,World,8.14,Long-only
IE00BVFZGD11,WisdomTree Bloomberg Brent Crude Oil,Commodities,,34.22,Long-only
IE00BNC0M350,UBS ETF (IE) MSCI USA ESG Universal Low Carbon Select UCITS ETF (USD) A-acc,Equity,,18.96,Long-only
IE00BFNNN012,WisdomTree AT1 CoCo Bond UCITS ETF USD Hedged,Bonds,Europe,9.74,Long-only
CH0475552201,21Shares Bitcoin Cash ETP,Cryptocurrencies,,88.37,Long-only
JE00B6XF0923,WisdomTree Natural Gas - EUR Daily Hedged,Commodities,,66.27,Long-only
IE00BN4Q0370,UBS ETF (IE) MSCI World Climate Paris Aligned UCITS ETF (USD) A-acc,Equity,World,16.09,Long-only
IE00BZ56SY76,WisdomTree Eurozone Quality Dividend Growth UCITS ETF EUR,Equity,Europe,17.35,Long-only
IE00BDGV0746,UBS ETF (IE) MSCI USA Select Factor Mix UCITS ETF (hedged to EUR) A-acc,Equity,,18.23,Long-only
IE00BMDBMW94,Invesco MSCI Europe Ex UK ESG Universal Screened UCITS ETF Acc,Equity,Europe,15.19,Long-only
IE00BYV03C98,Fidelity US Quality Income UCITS ETF Acc (GBP Hedged),Equity,,19.41,Long-only
IE00BL0L0H60,First Trust NYSE Arca Biotechnology UCITS ETF Acc,Equity,,22.27,Long-only
IE00BZ0XVG69,WisdomTree AT1 CoCo Bond UCITS ETF USD Acc,Bonds,Europe,10.96,Long-only
GB00B15KXT11,WisdomTree Cotton,Commodities,,31.61,Long-only
IE00B5MTWH09,Invesco European Oil & Gas Sector UCITS ETF,Equity,Europe,22.38,Long-only
IE00BWC52G65,PIMCO US Short-Term High Yield Corporate Bond Index UCITS ETF CHF Hedged Acc,Bonds,World,10.11,Long-only
IE00BYTH5T38,SPDR S&P Euro Dividend Aristocrats ESG UCITS ETF (Dist),Equity,Europe,13.94,Long-only
LU2089238971,Amundi Prime Global Government Bond UCITS ETF Acc,Bonds,World,6.81,Long-only
LU0460391906,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 3C GBP Hedged,Commodities,,22.27,Long-only
LU1686831030,Amundi Global Emerging Bond Markit iBoxx UCITS ETF EUR Hedged Dist,Bonds,Emerging Markets,11.49,Long-only
IE00BNKF6C99,Xtrackers MSCI Europe Consumer Discretionary ESG Screened UCITS ETF 1C,Equity,Europe,21.56,Long-only
IE00B5MTWZ80,Invesco European Technology Sector UCITS ETF,Equity,Europe,24.46,Long-only
IE00BWTNM966,First Trust Germany AlphaDEX UCITS ETF Dist,Equity,,18.46,Long-only
IE00BYTH6238,First Trust US IPO Index UCITS ETF Acc,Equity,,25.79,Long-only
IE00BMDBMV87,Invesco MSCI Japan ESG Universal Screened UCITS ETF Acc,Equity,,19.83,Long-only
IE00B5MTZ595,Invesco European Household Sector UCITS ETF,Equity,Europe,17.29,Long-only
LU1481201025,BNP Paribas Easy ESG Low Volatility Europe UCITS ETF,Equity,Europe,12.15,Long-only
LU2090063160,Amundi MSCI Eastern Europe Ex Russia UCITS ETF Dist,Equity,Eastern Europe,23.75,Long-only
GB00BLD4ZP54,CoinShares Physical Litecoin,Cryptocurrencies,,71.86,Long-only
LU1681048556,Amundi ETF S&P 500 Buyback UCITS ETF USD,Equity,,18.59,Long-only
LU1437024992,Amundi MSCI Brazil UCITS ETF USD (C),Equity,,27.5,Long-only
IE00BLDGHQ61,UBS ETF (IE) Euro Equity Defensive Covered Call SF UCITS ETF (EUR) A-acc,Equity,Europe,15.68,Long-only
LU1681038086,Amundi Japan Topix UCITS ETF Daily Hedged GBP,Equity,,20.56,Long-only
IE00BDR5H305,UBS ETF (IE) Global Gender Equality UCITS ETF (hedged to CHF) A-dis,Equity,World,14.68,Long-only
IE000Y4K4833,JPMorgan Global Emerging Markets Research Enhanced Index Equity (ESG) UCITS ETF USD (dist),Equity,Emerging Markets,14.56,"Long-only, Active"
IE00BKX90X67,Tabula US Enhanced Inflation UCITS ETF EUR Hedged Acc,Bonds,,12.05,Long-only
LU2265794946,UBS ETF (LU) Solactive China Technology UCITS ETF (hedged to EUR) A-acc,Equity,,37.07,Long-only
LU1645386217,UBS ETF (LU) J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF (hedged to CHF) A-acc,Bonds,Emerging Markets,9.32,Long-only
LU0292104030,Xtrackers MSCI Europe Communication Services ESG Screened UCITS ETF 1C,Equity,Europe,12.93,Long-only
DE000A2QP323,iShares TecDAX® UCITS ETF (DE) EUR (Dist),Equity,,19.36,Long-only
IE00B5MJYC95,Invesco European Travel Sector UCITS ETF,Equity,Europe,24.62,Long-only
IE00BWTNM743,First Trust Indxx NextG UCITS ETF Acc,Equity,World,13.85,Long-only
IE00BLSN7W87,UBS ETF (IE) S&P 500 ESG ELITE UCITS ETF (hedged to EUR) A-acc,Equity,,19.8,Long-only
LU1407891602,Lyxor iBoxx GBP Liquid Corporates Long Dated UCITS ETF - Dist,Bonds,,10.04,Long-only
LU2099295466,Amundi Global High Yield Corporate Bond ESG UCITS ETF USD Acc,Bonds,World,7.44,Long-only
LU1221100792,Xtrackers DAX ESG Screened UCITS ETF 2C USD Hedged,Equity,,16.69,Long-only
IE00B5MTYK77,Invesco European Financials Sector UCITS ETF,Equity,Europe,19.86,Long-only
IE00BJBLDK52,Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A (EUR),Equity,,17.74,"Long-only, Active"
LU1737653631,Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR EUR (D),Bonds,World,6.94,Long-only
LU2090062782,Amundi Euro Government Bond 15+Y UCITS ETF Dist,Bonds,Europe,16.29,Long-only
LU1737654019,Amundi Global Aggregate Bond UCITS ETF DR (D),Bonds,World,8.49,Long-only
IE00BTGD1B38,Xtrackers MSCI Japan ESG Screened UCITS ETF 4C USD Hedged,Equity,,20.35,Long-only
IE00BN4Q0933,UBS ETF (IE) MSCI Europe Climate Paris Aligned UCITS ETF (EUR) A-acc,Equity,Europe,14.55,Long-only
LU0942970368,Xtrackers II ESG Global Aggregate Bond UCITS ETF 3D - GBP Hedged,Bonds,World,11.37,Long-only
IE00BWT3KJ20,UBS ETF (IE) Factor MSCI USA Low Volatility UCITS ETF (hedged to EUR) A-acc,Equity,,15.94,Long-only
IE00BG88WL21,WisdomTree Enhanced Commodity UCITS ETF CHF Hedged Acc,Commodities,,17.76,Long-only
LU1324517454,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (USD) A-acc,Bonds,Emerging Markets,8.81,Long-only
LU1681047665,Amundi ETF JPX Nikkei 400 UCITS ETF Daily Hedged CHF,Equity,,19.28,Long-only
IE00BKSCC785,UBS ETF (IE) MSCI World Small Cap Socially Responsible UCITS ETF (hedged to EUR) A-acc,Equity,World,17.99,Long-only
IE00BLCH1X54,Invesco US Treasury Bond 0-1 Year UCITS ETF EUR Hedged Acc,Bonds,,7.08,Long-only
IE00BF2FNL98,Invesco US Treasury Bond 1-3 Year UCITS ETF GBP Hedged Dist,Bonds,,9.87,Long-only
IE00BG13YL86,iShares Edge MSCI Europe Multifactor UCITS ETF EUR (Dist),Equity,Europe,14.05,Long-only
IE00BLDGHX39,UBS ETF (IE) US Equity Defensive Covered Call SF UCITS ETF (USD) A-acc,Equity,,15.98,Long-only
IE00BN4Q0L55,UBS ETF (IE) MSCI EMU Climate Paris Aligned UCITS ETF (EUR) A-acc,Equity,Europe,16.49,Long-only
IE0002PA3YE5,iShares MSCI USA Momentum Factor ESG UCITS ETF USD (Acc),Equity,,20.73,Long-only
IE00BFF5RZ82,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Dist),Equity,,21.04,Long-only
LU1681039308,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged GBP,Equity,,20.72,Long-only
IE00BDR5H297,UBS ETF (IE) Global Gender Equality UCITS ETF (hedged to GBP) A-acc,Equity,World,16.29,Long-only
IE00BJM0B415,iShares MSCI EMU SRI UCITS ETF EUR (Dist),Equity,Europe,16.05,Long-only
LU1481201611,BNP Paribas Easy ESG Quality Europe UCITS ETF,Equity,Europe,15.05,Long-only
DE000A3GN5J9,ETC Group Physical Litecoin,Cryptocurrencies,,71.62,Long-only
IE00B5MTYL84,Invesco European Food & Bev Sector UCITS ETF,Equity,Europe,13.73,Long-only
JE00B78NNK09,WisdomTree Wheat - EUR Daily Hedged,Commodities,,36.17,Long-only
IE00BDB7J586,Xtrackers MSCI USA Minimum Volatility UCITS ETF 1D,Equity,,15.5,Long-only
IE00BT9PVG14,First Trust Dow Jones International Internet UCITS ETF Acc,Equity,World,30.88,Long-only
LU1859445063,BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF QD EUR Hedged,Real Estate,Europe,23.2,Long-only
GB00B15KXW40,WisdomTree Gasoline,Commodities,,35.36,Long-only
IE00BL0BMG90,iShares Global Government Bond Climate UCITS ETF USD (Dist),Bonds,World,10.21,Long-only
IE00BDF16007,WisdomTree Europe Equity Income UCITS ETF Acc,Equity,Europe,13.51,Long-only
GB00B15KYC19,WisdomTree Petroleum,Commodities,,34.19,Long-only
IE00B8JDT196,iShares J.P. Morgan ESG USD EM Investment Grade Bond UCITS ETF USD (Dist),Bonds,Emerging Markets,8.9,Long-only
LU1169830012,UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to EUR) A-dis,Equity,,13.16,Long-only
BG9000011163,Expat Bulgaria SOFIX UCITS ETF,Equity,,19.0,Long-only
GB00B15KXY63,WisdomTree Heating Oil,Commodities,,38.24,Long-only
JE00BN7KB771,WisdomTree Lean Hogs,Commodities,,29.56,Long-only
DE000A3GSUC5,VanEck Polkadot ETN,Cryptocurrencies,,81.02,Long-only
IE000ZPUEP93,iShares S&P U.S. Banks UCITS ETF USD (Dist),Equity,,28.11,Long-only
LU1273489440,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (hedged to USD) A-acc,Equity,,19.19,Long-only
IE00BLR6Q544,Global X Video Games & Esports UCITS ETF Acc USD,Equity,World,20.03,Long-only
CH1109575535,21Shares Stellar ETP,Cryptocurrencies,,70.69,Long-only
IE00BLR6QB00,Global X Telemedicine & Digital Health UCITS ETF Acc USD,Equity,World,26.01,Long-only
JE00B6SV8B36,WisdomTree Broad Commodities Ex-Agriculture and Livestock,Commodities,,21.3,Long-only
LU2244386137,BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF Dis,Bonds,World,4.43,Long-only
IE00B5NLX835,Invesco European Autos Sector UCITS ETF,Equity,Europe,24.85,Long-only
LU1602145200,Amundi Index Equity Global Multi Smart Allocation Scientific Beta UCITS ETF DR USD,Equity,World,14.09,Long-only
IE00BXDZNQ90,UBS ETF (IE) MSCI Australia UCITS ETF (hedged to GBP) A-acc,Equity,,14.78,Long-only
IE00BD9N0445,First Trust United Kingdom AlphaDEX UCITS ETF Dist,Equity,,16.44,Long-only
LU1681046188,Amundi Global BioEnergy ESG Screened UCITS ETF USD Acc,Equity,World,22.89,Long-only
IE00BNDS1X14,Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Distributing,Bonds,World,9.69,Long-only
BGSLOBI02187,Expat Slovenia SBI TOP UCITS ETF,Equity,,16.9,Long-only
LU1481201702,BNP Paribas Easy ESG Value Europe UCITS ETF,Equity,Europe,15.12,Long-only
IE00B5MTZ488,Invesco European Media Sector UCITS ETF,Equity,Europe,16.2,Long-only
GB00B15KYJ87,WisdomTree Softs,Commodities,,21.79,Long-only
IE00BHJYDT11,Invesco Variable Rate Preferred Shares UCITS ETF A,Equity,,8.46,Long-only
LU1681044050,Amundi MSCI China Tech ESG Screened UCITS ETF USD Acc,Equity,,22.4,Long-only
LU2099288503,Amundi Global Government Bond II UCITS ETF Dist,Bonds,World,9.61,Long-only
LU0820950128,Xtrackers iBoxx EUR Liquid Covered Swap UCITS ETF 1C,Bonds,World,5.54,Long-only
JE00B24DMC49,WisdomTree Broad Commodities Longer Dated,Commodities,,16.51,Long-only
LU1650492504,Amundi FTSE 100 UCITS ETF USD Hedged Acc,Equity,,13.45,Long-only
LU1377382012,BNP Paribas Easy ESG Momentum Europe UCITS ETF,Equity,Europe,15.17,Long-only
LU1603795292,IndexIQ Factors Sustainable Sovereign Euro Bond UCITS ETF,Bonds,Europe,6.01,Long-only
IE00BMDBM966,iShares Edge MSCI Europe Minimum Volatility ESG UCITS ETF USD Hedged (Acc),Equity,Europe,12.52,Long-only
GB00B15KY435,WisdomTree Soybean Oil,Commodities,,31.25,Long-only
XS2284324667,WisdomTree Energy Enhanced - EUR Daily Hedged,Commodities,,26.94,Long-only
IE00BYTH6121,First Trust Global Equity Income UCITS ETF Acc,Equity,World,12.37,Long-only
IE00BD5HBS12,First Trust FactorFX UCITS ETF EUR Hedged Acc,Bonds,World,9.35,"Long-only, Active"
LU2082999058,Amundi STOXX Europe 600 Telecommunications UCITS ETF Dist,Equity,Europe,13.21,Long-only
IE00BYQCZT11,WisdomTree Europe Equity UCITS ETF CHF Hedged Acc,Equity,Europe,17.77,Long-only
IE00BF4TWF63,WisdomTree Energy Enhanced,Commodities,,27.75,Long-only
JE00B24DMK23,WisdomTree Agriculture Longer Dated,Commodities,,17.71,Long-only
IE00BYQCZQ89,WisdomTree Europe Equity UCITS ETF GBP Hedged,Equity,Europe,19.83,Long-only
LU2206597713,UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (EUR) A-dis,Equity,Europe,14.48,Long-only
IE00B5MTZM66,Invesco European Retail Sector UCITS ETF,Equity,Europe,23.93,Long-only
IE00BK9YKZ79,PIMCO US Dollar Short Maturity UCITS ETF GBP Hedged Acc,Money Market,,9.13,"Long-only, Active"
IE00B5MJYB88,Invesco European Telecoms Sector UCITS ETF,Equity,Europe,13.33,Long-only
BGROBET05176,Expat Romania BET UCITS ETF,Equity,,37.23,Long-only
IE00BJK9H860,JPMorgan BetaBuilders US Equity UCITS ETF (Dist),Equity,,18.63,Long-only
LU1603797074,IndexIQ Factors Sustainable EMU Equity UCITS ETF,Equity,Europe,15.06,Long-only
IE00BK72HN04,UBS ETF (IE) MSCI World Socially Responsible UCITS ETF (hedged to GBP) A-dis,Equity,World,19.73,Long-only
IE00B5993T22,UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (GBP) A-acc,Commodities,,20.47,Long-only
IE00BG13YZ23,iShares Edge MSCI USA Multifactor UCITS ETF USD (Dist),Equity,,18.07,Long-only
CH0491507486,21Shares Tezos Staking ETP,Cryptocurrencies,,82.99,Long-only
LU1130156596,UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-dis,Equity,,14.49,Long-only
LU1646360542,Amundi Index MSCI Japan SRI PAB UCITS ETF DR Hedged EUR (D),Equity,,20.06,Long-only
LU1923163759,Amundi Floating Rate Euro Corporate ESG UCITS ETF USD Hedged (C),Bonds,World,7.94,Long-only
GB00B15KY096,WisdomTree Live Cattle,Commodities,,14.16,Long-only
IE00BD6RZW23,WisdomTree US Equity Income UCITS ETF EUR Hedged Acc,Equity,,17.37,Long-only
IE00BFD26097,First Trust IPOX Europe Equity Opportunities UCITS ETF Acc,Equity,Europe,18.29,Long-only
JE00B78NPY84,WisdomTree Agriculture - EUR Daily Hedged,Commodities,,17.18,Long-only
IE00BYSX4408,Fidelity Europe Quality Income UCITS ETF,Equity,Europe,15.47,Long-only
JE00B78NPQ01,WisdomTree Precious Metals - EUR Daily Hedged,Precious Metals,,16.51,Long-only
LU2368674631,Amundi MSCI UK IMI SRI PAB UCITS ETF DR EUR (D),Equity,,15.91,Long-only
IE00BL2F2474,JPMorgan USD Emerging Markets Sovereign Bond UCITS ETF CHF Hedged (acc),Bonds,Emerging Markets,11.83,Long-only
IE00BLRB0028,Invesco Global Clean Energy UCITS ETF Dist,Equity,World,26.03,Long-only
LU1655103643,Ossiam Bloomberg Japan PAB NR UCITS ETF 1C (EUR),Equity,,17.47,Long-only
IE00BYT5CX00,UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (hedged to GBP) A-acc,Commodities,,21.05,Long-only
IE00BFMM9235,iShares Italy Government Bond UCITS ETF USD Hedged (Acc),Bonds,,11.0,Long-only
IE00BN4RDY28,JPMorgan USD Corporate Bond Research Enhanced Index (ESG) UCITS ETF,Bonds,World,10.57,"Long-only, Active"
JE00B78NNS84,WisdomTree Broad Commodities - EUR Daily Hedged,Commodities,,16.54,Long-only
JE00B24DMJ18,WisdomTree Industrial Metals Longer Dated,Commodities,,21.54,Long-only
