Isin,Name,Asset,Region,Volatility,Strategy
DE000A0S9GB0,Xetra-Gold,Precious Metals,,13.95,Long-only
IE00BK5BQT80,Vanguard FTSE All-World UCITS ETF (USD) Accumulating,Equity,World,14.23,Long-only
IE00B3F81R35,iShares Core EUR Corporate Bond UCITS ETF (Dist),Bonds,World,4.74,Long-only
IE00BJ0KDQ92,Xtrackers MSCI World UCITS ETF 1C,Equity,World,15.37,Long-only
IE00BGSF1X88,iShares USD Treasury Bond 0-1yr UCITS ETF (Acc),Bonds,,7.91,Long-only
IE00B6YX5C33,SPDR S&P 500 UCITS ETF (Dist),Equity,,18.2,Long-only
LU0290358497,Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C,Money Market,Europe,0.17,Long-only
IE00BHZPJ890,iShares MSCI USA ESG Enhanced UCITS ETF USD (Dist),Equity,,18.98,Long-only
IE00B4X9L533,HSBC MSCI World UCITS ETF USD,Equity,World,15.44,Long-only
LU0908500753,Amundi Stoxx Europe 600 UCITS ETF Acc,Equity,Europe,15.35,Long-only
IE00BF4G7076,JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),Equity,,18.35,"Long-only, Active"
IE00B3WJKG14,iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),Equity,,25.98,Long-only
IE00B1YZSC51,iShares Core MSCI Europe UCITS ETF EUR (Dist),Equity,Europe,14.17,Long-only
IE00BFMNPS42,Xtrackers MSCI USA ESG UCITS ETF 1C,Equity,,19.48,Long-only
IE00B4K48X80,iShares Core MSCI Europe UCITS ETF EUR (Acc),Equity,Europe,14.18,Long-only
IE00BFY0GT14,SPDR MSCI World UCITS ETF,Equity,World,15.39,Long-only
IE00BJ0KDR00,Xtrackers MSCI USA UCITS ETF 1C,Equity,,18.49,Long-only
DE0005933956,iShares EURO STOXX 50 UCITS ETF (DE),Equity,Europe,17.75,Long-only
IE00BFNM3G45,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),Equity,,19.03,Long-only
IE00BYX2JD69,iShares MSCI World SRI UCITS ETF EUR (Acc),Equity,World,15.84,Long-only
IE0032077012,Invesco EQQQ Nasdaq-100 UCITS ETF,Equity,,24.31,Long-only
IE00BLNMYC90,Xtrackers S&P 500 Equal Weight UCITS ETF 1C,Equity,,17.56,Long-only
FR0010315770,Amundi MSCI World II UCITS ETF Dist,Equity,World,14.21,Long-only
IE00BHZPJ908,iShares MSCI USA ESG Enhanced UCITS ETF USD (Acc),Equity,,18.74,Long-only
IE00B0M62Q58,iShares MSCI World UCITS ETF (Dist),Equity,World,15.4,Long-only
IE00BLF7VX27,SPDR Bloomberg SASB U.S. Corporate ESG UCITS ETF,Bonds,World,10.59,Long-only
DE0005933931,iShares Core DAX UCITS ETF (DE),Equity,,17.1,Long-only
IE00B5KQNG97,HSBC S&P 500 UCITS ETF USD,Equity,,18.33,Long-only
DE0002635307,iShares STOXX Europe 600 UCITS ETF (DE),Equity,Europe,14.32,Long-only
IE00B3ZW0K18,iShares S&P 500 EUR Hedged UCITS ETF (Acc),Equity,,17.41,Long-only
IE00BZ02LR44,Xtrackers MSCI World ESG UCITS ETF 1C,Equity,World,16.24,Long-only
IE00BMTX1Y45,iShares S&P 500 Swap UCITS ETF USD (Acc),Equity,,18.21,Long-only
IE0032895942,iShares USD Corporate Bond UCITS ETF (Dist),Bonds,World,11.59,Long-only
LU1781541179,Amundi MSCI World V UCITS ETF Acc,Equity,World,16.52,Long-only
IE00BZCQB185,iShares MSCI India UCITS ETF USD (Acc),Equity,,15.4,Long-only
IE00B66F4759,iShares EUR High Yield Corporate Bond UCITS ETF EUR (Dist),Bonds,World,4.46,Long-only
IE00B3VWN393,iShares USD Treasury Bond 3-7yr UCITS ETF (Acc),Bonds,,9.6,Long-only
IE00BTJRMP35,Xtrackers MSCI Emerging Markets UCITS ETF 1C,Equity,Emerging Markets,14.53,Long-only
IE00BF4G6Y48,JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),Equity,World,15.4,"Long-only, Active"
IE00BYVJRR92,iShares MSCI USA SRI UCITS ETF USD (Acc),Equity,,18.18,Long-only
LU1135865084,Amundi S&P 500 II UCITS ETF Acc,Equity,,17.4,Long-only
IE00B60SX170,Invesco MSCI USA UCITS ETF,Equity,,18.56,Long-only
LU0490618542,Xtrackers S&P 500 Swap UCITS ETF 1C,Equity,,18.17,Long-only
DE000A2T0VU5,Xtrackers IE Physical Gold ETC Securities,Precious Metals,,14.39,Long-only
IE00B4L5YX21,iShares Core MSCI Japan IMI UCITS ETF,Equity,,19.18,Long-only
IE00B4WXJJ64,iShares Core Euro Government Bond UCITS ETF (Dist),Bonds,Europe,7.26,Long-only
IE00B2NPKV68,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),Bonds,Emerging Markets,8.86,Long-only
IE00B60SX394,Invesco MSCI World UCITS ETF Acc,Equity,World,15.42,Long-only
FR0013416716,Amundi Physical Gold ETC (C),Precious Metals,,14.48,Long-only
LU2572257124,Amundi MSCI World III UCITS ETF Dist,Equity,World,15.5,Long-only
IE00B810Q511,Vanguard FTSE 100 UCITS ETF Distributing,Equity,,13.74,Long-only
IE00BYZTVT56,iShares EUR Corporate Bond ESG UCITS ETF (Dist),Bonds,World,4.86,Long-only
LU0274211480,Xtrackers DAX UCITS ETF 1C,Equity,,17.1,Long-only
IE00B8GKDB10,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,Equity,World,11.43,Long-only
JE00B1VS3770,WisdomTree Physical Gold,Precious Metals,,14.56,Long-only
IE00B53L3W79,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),Equity,Europe,17.79,Long-only
IE00B1FZS798,iShares USD Treasury Bond 7-10yr UCITS ETF (Dist),Bonds,,11.72,Long-only
IE00BYXYYP94,iShares USD Short Duration Corporate Bond UCITS ETF (Acc),Bonds,World,8.25,Long-only
IE00B3VWN518,iShares USD Treasury Bond 7-10yr UCITS ETF (Acc),Bonds,,12.1,Long-only
LU0274209237,Xtrackers MSCI Europe UCITS ETF 1C,Equity,Europe,16.25,Long-only
IE00BYXPSP02,iShares USD Treasury Bond 1-3yr UCITS ETF (Acc),Bonds,,8.4,Long-only
IE00B0M63177,iShares MSCI EM UCITS ETF (Dist),Equity,Emerging Markets,14.73,Long-only
LU0629459743,UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-dis,Equity,World,16.79,Long-only
IE00BHZPJ239,iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),Equity,Emerging Markets,14.93,Long-only
LU1437018168,Amundi Index Euro Corporate SRI UCITS ETF DR (C),Bonds,World,4.67,Long-only
LU0274210672,Xtrackers MSCI USA Swap UCITS ETF 1C,Equity,,18.51,Long-only
LU0274208692,Xtrackers MSCI World Swap UCITS ETF 1C,Equity,World,15.41,Long-only
DE000A0F5UF5,iShares Nasdaq 100 UCITS ETF (DE),Equity,,24.35,Long-only
IE00BHZPJ676,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Dist),Equity,Europe,14.41,Long-only
IE00BM67HT60,Xtrackers MSCI World Information Technology UCITS ETF 1C,Equity,World,24.78,Long-only
LU0380865021,Xtrackers EURO STOXX 50 UCITS ETF 1C,Equity,Europe,17.78,Long-only
LU1681049018,Amundi ETF S&P 500 UCITS ETF USD,Equity,,20.86,Long-only
IE00B52VJ196,iShares MSCI Europe SRI UCITS ETF (Acc),Equity,Europe,14.6,Long-only
LU1681043599,Amundi MSCI World UCITS ETF EUR (C),Equity,World,14.31,Long-only
LU0274211217,Xtrackers EURO STOXX 50 UCITS ETF 1D,Equity,Europe,17.78,Long-only
IE00BGHQ0G80,Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,Equity,World,13.7,Long-only
IE0008471009,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),Equity,Europe,17.78,Long-only
IE00BF4RFH31,iShares MSCI World Small Cap UCITS ETF,Equity,World,17.27,Long-only
IE00BHZPJ569,iShares MSCI World ESG Enhanced UCITS ETF USD (Acc),Equity,World,15.64,Long-only
IE00B4L60045,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),Bonds,World,2.87,Long-only
IE00BYML9W36,Invesco S&P 500 UCITS ETF Dist,Equity,,18.23,Long-only
IE00BYXYYM63,iShares US Aggregate Bond UCITS ETF (Acc),Bonds,World,10.3,Long-only
IE00B53QG562,iShares Core MSCI EMU UCITS ETF EUR (Acc),Equity,Europe,16.57,Long-only
IE00BP3QZ601,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),Equity,World,15.93,Long-only
IE00BZ043R46,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Acc),Bonds,World,8.99,Long-only
LU0478205379,Xtrackers II EUR Corporate Bond UCITS ETF 1C,Bonds,World,4.73,Long-only
IE00BP3QZB59,iShares Edge MSCI World Value Factor UCITS ETF,Equity,World,13.19,Long-only
IE00BH4GPZ28,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),Equity,,18.59,Long-only
IE00B6YX5D40,SPDR S&P US Dividend Aristocrats UCITS ETF,Equity,,15.81,Long-only
IE00BYXYYJ35,iShares USD Corporate Bond UCITS ETF (Acc),Bonds,World,11.67,Long-only
FR0007052782,Amundi CAC 40 UCITS ETF Dist,Equity,,18.2,Long-only
IE00B1FZSB30,iShares Core UK Gilts UCITS ETF,Bonds,,12.61,Long-only
IE00BGV5VN51,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,Equity,World,21.31,Long-only
IE00B441G979,iShares MSCI World EUR Hedged UCITS ETF (Acc),Equity,World,14.61,Long-only
LU1781541252,Amundi MSCI Japan UCITS ETF Acc,Equity,,18.72,Long-only
IE00BK1PV551,Xtrackers MSCI World UCITS ETF 1D,Equity,World,16.1,Long-only
LU1681046261,Amundi Euro Government tilted Green Bond UCITS ETF Acc,Bonds,Europe,7.35,Long-only
IE00B4L5YC18,iShares MSCI EM UCITS ETF (Acc),Equity,Emerging Markets,14.66,Long-only
LU0496786574,Amundi S&P 500 II UCITS ETF EUR Dist,Equity,,17.42,Long-only
IE00B67B7N93,PIMCO US Dollar Short Maturity UCITS ETF Dist,Money Market,,7.89,"Long-only, Active"
IE00B945VV12,Vanguard FTSE Developed Europe UCITS ETF Distributing,Equity,Europe,14.24,Long-only
IE00BFNM3P36,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),Equity,Emerging Markets,14.51,Long-only
IE00BKS7L097,Invesco S&P 500 ESG UCITS ETF Acc,Equity,,18.46,Long-only
LU1829221024,Amundi Nasdaq-100 II UCITS ETF Acc,Equity,,23.6,Long-only
IE00B14X4S71,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),Bonds,,8.47,Long-only
IE00BJ38QD84,SPDR Russell 2000 US Small Cap UCITS ETF,Equity,,23.3,Long-only
LU1437017350,Amundi Index MSCI Emerging Markets UCITS ETF DR (C),Equity,Emerging Markets,14.73,Long-only
FR0011550177,BNP Paribas Easy S&P 500 UCITS ETF USD,Equity,,18.38,Long-only
IE00BFNM3J75,iShares MSCI World ESG Screened UCITS ETF USD (Acc),Equity,World,15.78,Long-only
IE00BFNM3D14,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),Equity,Europe,14.39,Long-only
IE00BCRY6557,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),Bonds,World,0.41,Long-only
IE00BKX55T58,Vanguard FTSE Developed World UCITS ETF Distributing,Equity,World,15.08,Long-only
DE000ETFL508,Deka MSCI World UCITS ETF Distribution,Equity,World,14.16,Long-only
IE00BYVJRP78,iShares MSCI EM SRI UCITS ETF,Equity,Emerging Markets,15.09,Long-only
GB00B00FHZ82,Gold Bullion Securities,Precious Metals,,14.6,Long-only
IE00BK5BQV03,Vanguard FTSE Developed World UCITS ETF Acc,Equity,World,15.06,Long-only
IE00B8FHGS14,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),Equity,World,11.65,Long-only
IE00BYZK4552,iShares Automation & Robotics UCITS ETF,Equity,World,21.31,Long-only
IE00BM67HK77,Xtrackers MSCI World Health Care UCITS ETF 1C,Equity,World,13.8,Long-only
FR0007054358,Amundi EURO STOXX 50 II UCITS ETF Acc,Equity,Europe,18.78,Long-only
IE00BHXMHL11,UBS ETF (IE) S&P 500 ESG UCITS ETF USD A-Acc,Equity,,18.42,Long-only
IE00B44Z5B48,SPDR MSCI ACWI UCITS ETF,Equity,World,14.37,Long-only
IE00B53HP851,iShares Core FTSE 100 UCITS ETF GBP (Acc),Equity,,13.82,Long-only
JE00B588CD74,WisdomTree Physical Swiss Gold,Precious Metals,,14.58,Long-only
IE00B4PY7Y77,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),Bonds,World,8.59,Long-only
IE00B1XNHC34,iShares Global Clean Energy UCITS ETF USD (Dist),Equity,World,25.5,Long-only
FR0011550185,BNP Paribas Easy S&P 500 UCITS ETF EUR,Equity,,17.5,Long-only
DE000A0Q4R85,iShares MSCI Brazil UCITS ETF (DE) USD (Acc),Equity,,26.94,Long-only
LU0328475792,Xtrackers STOXX Europe 600 UCITS ETF 1C,Equity,Europe,14.35,Long-only
IE00B5M4WH52,iShares J.P. Morgan EM Local Government Bond UCITS ETF,Bonds,Emerging Markets,7.94,Long-only
IE00BF11F565,iShares Core EUR Corporate Bond UCITS ETF (Acc),Bonds,World,4.79,Long-only
LU0496786657,Amundi S&P 500 II UCITS ETF USD Dist,Equity,,18.26,Long-only
IE00B52MJY50,iShares Core MSCI Pacific ex Japan UCITS ETF (Acc),Equity,Asia & Pacific,14.68,Long-only
IE00BFM6TC58,iShares USD Treasury Bond 20+yr UCITS ETF USD (Acc),Bonds,,19.15,Long-only
LU0950674175,UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc,Equity,Emerging Markets,14.44,Long-only
IE00BJQRDM08,Invesco MSCI USA ESG Universal Screened UCITS ETF Acc,Equity,,18.91,Long-only
IE00BKX55Q28,Vanguard FTSE 250 UCITS ETF Distributing,Equity,,17.24,Long-only
LU0484968812,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,Bonds,World,4.74,Long-only
IE00BYZTVV78,iShares EUR Corporate Bond 0-3yr ESG UCITS ETF EUR (Dist),Bonds,World,1.89,Long-only
IE0032523478,iShares Euro Corporate Bond Large Cap UCITS ETF,Bonds,World,4.85,Long-only
DE000A0F5UH1,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),Equity,World,10.42,Long-only
LU0274209740,Xtrackers MSCI Japan UCITS ETF 1C,Equity,,19.82,Long-only
LU1681048804,Amundi S&P 500 UCITS ETF EUR (C),Equity,,17.92,Long-only
LU0950671825,UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-acc,Equity,,18.11,Long-only
IE00B00FV011,iShares Core GBP Corporate Bond UCITS ETF,Bonds,World,9.59,Long-only
IE00B5L8K969,iShares MSCI EM Asia UCITS ETF (Acc),Equity,Asia & Pacific,16.67,Long-only
LU1079841513,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (USD),Equity,,18.23,Long-only
IE00BJK55C48,iShares EUR High Yield Corporate Bond ESG UCITS ETF EUR (Acc),Bonds,World,4.54,Long-only
IE00BD6FTQ80,Invesco Bloomberg Commodity UCITS ETF Acc,Commodities,,17.63,Long-only
IE00B43HR379,iShares S&P 500 Health Care Sector UCITS ETF (Acc),Equity,,15.84,Long-only
IE00B5SSQT16,HSBC MSCI Emerging Markets UCITS ETF USD,Equity,Emerging Markets,14.43,Long-only
LU1681047236,Amundi EURO STOXX 50 UCITS ETF EUR (C),Equity,Europe,17.76,Long-only
IE00BGYWFK87,Vanguard USD Corporate Bond UCITS ETF Accumulating,Bonds,World,10.22,Long-only
LU1681045370,Amundi MSCI Emerging Markets UCITS ETF EUR (C),Equity,Emerging Markets,15.31,Long-only
IE00BMC38736,VanEck Semiconductor UCITS ETF,Equity,World,34.7,Long-only
IE00B1FZSC47,iShares USD TIPS UCITS ETF USD (Acc),Bonds,,10.58,Long-only
IE00BH04GL39,Vanguard EUR Eurozone Government Bond UCITS ETF Accumulating,Bonds,Europe,7.28,Long-only
LU1190417599,Lyxor Smart Overnight Return UCITS ETF C-EUR,Money Market,World,0.19,"Long-only, Active"
IE00B1TXK627,iShares Global Water UCITS ETF,Equity,World,16.39,Long-only
IE00BKX55R35,Vanguard FTSE North America UCITS ETF Distributing,Equity,North America,18.28,Long-only
IE00B95PGT31,Vanguard FTSE Japan UCITS ETF Distributing,Equity,,19.48,Long-only
IE00BFZXGZ54,Invesco EQQQ Nasdaq-100 UCITS ETF Acc,Equity,,24.3,Long-only
IE00B3VVMM84,Vanguard FTSE Emerging Markets UCITS ETF Distributing,Equity,Emerging Markets,13.83,Long-only
LU1861137484,Amundi Index MSCI Europe SRI PAB UCITS ETF DR (C),Equity,Europe,14.67,Long-only
IE00BYPLS672,L&G Cyber Security UCITS ETF,Equity,World,24.99,Long-only
DE0006289382,iShares Dow Jones Global Titans 50 UCITS ETF (DE),Equity,World,17.69,Long-only
IE00BKX55S42,Vanguard FTSE Developed Europe ex UK UCITS ETF Distributing,Equity,Europe,14.96,Long-only
IE00B1FZS681,iShares Euro Government Bond 3-5yr UCITS ETF,Bonds,Europe,4.19,Long-only
LU0290355717,Xtrackers II Eurozone Government Bond UCITS ETF 1C,Bonds,Europe,7.11,Long-only
LU1437015735,Amundi Index ETF MSCI Europe UCITS ETF DR (C),Equity,Europe,14.17,Long-only
DE000A0D8Q07,iShares EURO STOXX UCITS ETF (DE),Equity,Europe,16.57,Long-only
IE00BDFK1573,iShares USD Treasury Bond 1-3yr UCITS ETF EUR Hedged (Acc),Bonds,,7.84,Long-only
IE00B9M6RS56,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),Bonds,Emerging Markets,7.99,Long-only
IE00BQT3WG13,iShares MSCI China A UCITS ETF,Equity,,18.35,Long-only
IE00B4YBJ215,SPDR S&P 400 US Mid Cap UCITS ETF,Equity,,20.39,Long-only
IE00BG36TC12,Xtrackers MSCI Japan ESG UCITS ETF 1C,Equity,,19.59,Long-only
IE00BD1F4L37,iShares Edge MSCI USA Quality Factor UCITS ETF,Equity,,19.13,Long-only
IE000R85HL30,Amundi MSCI USA SRI Climate Net Zero Ambition PAB UCITS ETF Acc,Equity,,18.84,Long-only
IE00BDBRDM35,iShares Core Global Aggregate Bond UCITS ETF EUR Hedged (Acc),Bonds,World,9.19,Long-only
IE00B5ZR2157,PIMCO Euro Short Maturity UCITS ETF Dist,Bonds,Europe,0.53,"Long-only, Active"
IE00BG47K971,Vanguard Global Aggregate Bond UCITS ETF GBP Hedged Accumulating,Bonds,World,11.52,Long-only
IE00BZ163G84,Vanguard EUR Corporate Bond UCITS ETF Distributing,Bonds,World,4.69,Long-only
LU0950668870,UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc,Equity,Europe,16.49,Long-only
IE00B5L65R35,iShares GBP Corporate Bond 0-5yr UCITS ETF,Bonds,,6.48,Long-only
LU2195226068,Amundi S&P Eurozone PAB Net Zero Ambition UCITS ETF Acc,Equity,Europe,17.79,Long-only
FR0010510800,Amundi EUR Overnight Return UCITS ETF Acc,Money Market,Europe,0.2,Long-only
IE00BHZPJ015,iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Acc),Equity,Europe,16.58,Long-only
LU2037748774,Amundi Index Euro Corporate SRI 0-3 Y UCITS ETF DR (C),Bonds,Europe,1.39,Long-only
IE00BDFGJ627,iShares USD Floating Rate Bond UCITS ETF USD (Acc),Bonds,,8.11,Long-only
IE00B14X4Q57,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),Bonds,Europe,1.69,Long-only
IE00B2QWCY14,iShares S&P SmallCap 600 UCITS ETF,Equity,,21.91,Long-only
LU0322253906,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,Equity,Europe,19.17,Long-only
IE00016PSX47,Amundi MSCI World ESG Leaders UCITS ETF Acc,Equity,World,15.62,Long-only
LU0533033667,Amundi MSCI World Information Technology UCITS ETF EUR Acc,Equity,World,24.03,Long-only
DE000A0F5UJ7,iShares STOXX Europe 600 Banks UCITS ETF (DE),Equity,Europe,22.64,Long-only
IE00BYXYYK40,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Acc),Bonds,Emerging Markets,9.12,Long-only
IE00BL25JL35,Xtrackers MSCI World Quality Factor UCITS ETF 1C,Equity,World,15.95,Long-only
LU2263803533,Xtrackers MSCI World Swap UCITS ETF 1D,Equity,World,15.39,Long-only
IE00B3YLTY66,SPDR MSCI ACWI IMI UCITS ETF USD Unhedged (Acc),Equity,World,14.39,Long-only
IE00BP3QZ825,iShares Edge MSCI World Momentum Factor UCITS ETF (Acc),Equity,World,17.55,Long-only
IE00BGPP6697,iShares USD Treasury Bond 7-10yr UCITS ETF EUR (Dist),Bonds,,12.63,Long-only
LU2244387457,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF,Bonds,Europe,4.1,Long-only
IE00BF4G7183,JPMorgan Europe Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc),Equity,Europe,14.22,"Long-only, Active"
IE00BL25JM42,Xtrackers MSCI World Value Factor UCITS ETF 1C,Equity,World,13.15,Long-only
IE00BLDGH553,iShares Euro Government Bond Climate UCITS ETF EUR (Acc),Bonds,Europe,7.4,Long-only
IE00B3DKXQ41,iShares EUR Aggregate Bond ESG UCITS ETF EUR (Dist),Bonds,World,6.26,Long-only
IE00BD1F4M44,iShares Edge MSCI USA Value Factor UCITS ETF,Equity,,17.83,Long-only
IE00BYXYYL56,iShares USD High Yield Corporate Bond UCITS ETF USD (Acc),Bonds,World,8.81,Long-only
LU2008760592,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF,Bonds,Europe,2.05,Long-only
LU1481202692,BNP Paribas Easy JPM ESG EMU Government Bond IG UCITS ETF,Bonds,Europe,7.12,Long-only
IE00BYM11J43,UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to USD) A-acc,Equity,World,14.27,Long-only
IE00BSKRJZ44,iShares USD Treasury Bond 20+yr UCITS ETF USD (Dist),Bonds,,19.21,Long-only
LU0839027447,Xtrackers Nikkei 225 UCITS ETF 1D,Equity,,19.6,Long-only
DE000EWG2LD7,EUWAX Gold II,Precious Metals,,14.64,Long-only
IE00BD8PGZ49,iShares USD Treasury Bond 20+yr UCITS ETF EUR Hedged (Dist),Bonds,,20.13,Long-only
IE00BCRY5Y77,iShares USD Short Duration Corporate Bond UCITS ETF (Dist),Bonds,World,8.15,Long-only
LU1650488494,Amundi Euro Government Bond 3-5Y UCITS ETF Acc,Bonds,Europe,4.22,Long-only
IE00B6R52036,iShares Gold Producers UCITS ETF,Equity,World,26.82,Long-only
LU1650487413,Amundi Euro Government Bond 1-3Y UCITS ETF Acc,Bonds,Europe,1.97,Long-only
IE00BHZPJ783,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Acc),Equity,Europe,14.43,Long-only
IE00BDQZMX67,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (USD) A-dis,Equity,World,14.68,Long-only
IE00BGQYRS42,Xtrackers MSCI USA Information Technology UCITS ETF 1D,Equity,,26.86,Long-only
IE00BLRPN388,Fidelity Sustainable Research Enhanced Emerging Markets Equity UCITS ETF Acc,Equity,Emerging Markets,14.52,"Long-only, Active"
IE00B3VWM098,iShares MSCI USA Small Cap ESG Enhanced UCITS ETF (Acc),Equity,,22.01,Long-only
DE000A0Q4RZ9,iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE),Bonds,,0.4,Long-only
LU0950670850,UBS ETF (LU) MSCI UK UCITS ETF (GBP) A-acc,Equity,,13.63,Long-only
IE00BDZZTM54,iShares MSCI World SRI UCITS ETF USD (Dist),Equity,World,15.83,Long-only
IE00BD4TXS21,UBS ETF (IE) MSCI USA UCITS ETF (USD) A-acc,Equity,,18.51,Long-only
LU1681042609,Amundi Index MSCI Europe ESG Broad CTB UCITS ETF DR EUR (C),Equity,Europe,14.32,Long-only
IE00BFMXYP42,Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,Equity,,13.72,Long-only
FR0010527275,Amundi MSCI Water ESG Screened UCITS ETF Dist,Equity,World,16.72,Long-only
LU1287023185,Amundi Euro Government Bond 7-10Y UCITS ETF Acc,Bonds,Europe,8.35,Long-only
IE00B0M62X26,iShares Euro Inflation Linked Government Bond UCITS ETF,Bonds,Europe,7.9,Long-only
IE00BRKWGL70,Invesco S&P 500 EUR Hedged UCITS ETF,Equity,,19.44,Long-only
LU0977261329,UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (CHF) A-acc,Equity,,12.82,Long-only
IE00BMG6Z448,iShares MSCI EM ex-China UCITS ETF USD (Acc),Equity,Emerging Markets,13.17,Long-only
LU0629460089,UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (USD) A-dis,Equity,,19.96,Long-only
JE00B7VG2M16,WisdomTree Physical Gold - GBP Daily Hedged,Precious Metals,,15.24,Long-only
IE00BYXYYN70,iShares US Mortgage Backed Securities UCITS ETF (Acc),Bonds,,10.9,Long-only
IE00B3VTMJ91,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),Bonds,Europe,1.7,Long-only
IE00B3B8Q275,iShares Euro Covered Bond UCITS ETF,Bonds,World,4.2,Long-only
IE00BGYWSV06,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,Bonds,World,8.04,Long-only
IE00B3F81409,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),Bonds,World,8.65,Long-only
LU0480132876,UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,Equity,Emerging Markets,14.88,Long-only
IE00BDZVH859,iShares USD TIPS UCITS ETF GBP Hedged (Dist),Bonds,,12.82,Long-only
LU0429459356,Xtrackers II US Treasuries UCITS ETF 1D,Bonds,,10.31,Long-only
IE00B1FZS467,iShares Global Infrastructure UCITS ETF,Equity,World,14.55,Long-only
IE00BX7RRJ27,UBS ETF (IE) Factor MSCI USA Quality ESG UCITS ETF (USD) A-dis,Equity,,20.48,Long-only
IE00BF540Y54,iShares Core Global Aggregate Bond UCITS ETF GBP Hedged (Dist),Bonds,World,11.03,Long-only
LU1437018598,AMUNDI EURO GOVERNMENT BOND UCITS ETF Acc,Bonds,Europe,7.04,Long-only
LU0846194776,Xtrackers MSCI EMU UCITS ETF 1D,Equity,Europe,16.54,Long-only
IE00BQN1K901,iShares Edge MSCI Europe Value Factor UCITS ETF,Equity,Europe,15.15,Long-only
LU0950674332,UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-acc,Equity,World,16.76,Long-only
JE00B1VS3333,WisdomTree Physical Silver,Precious Metals,,25.0,Long-only
IE00BFMNHK08,Xtrackers MSCI Europe ESG UCITS ETF 1C,Equity,Europe,14.55,Long-only
IE00BYM11H29,UBS ETF (IE) MSCI ACWI SF UCITS ETF (USD) A-acc,Equity,World,14.38,Long-only
IE00B52SFT06,iShares MSCI USA UCITS ETF (Acc),Equity,,18.48,Long-only
